"File Name"	"Internal Name"	"Description"	"Game Name"	"Game Description"	"Type"	"Rom Name"	"Disk Name"	"Size"	"CRC"	"MD5"	"SHA1"	"SHA256"	"Nodump"
"laqieer - Fire Emblem - Game Boy Advance.xml"	"laqieer - Fire Emblem - Game Boy Advance"	"Fire Emblem ROM hacks"	"Communist Emblem 2 - Venezuela"	""	"rom"	"355 - Communist Emblem 2 - Venezuela"	""	"17175216"	"9948f176"	""	""	""	"None"
"laqieer - Fire Emblem - Game Boy Advance.xml"	"laqieer - Fire Emblem - Game Boy Advance"	"Fire Emblem ROM hacks"	"Community Blitz 5 - Redemption"	""	"rom"	"582 - Community Blitz 5 - Redemption"	""	"18356832"	"9f4971ec"	""	""	""	"None"
"laqieer - Fire Emblem - Game Boy Advance.xml"	"laqieer - Fire Emblem - Game Boy Advance"	"Fire Emblem ROM hacks"	"Cornwell’s Ascension"	""	"rom"	"138 - Cornwell’s Ascension"	""	"17109180"	"6ad635db"	""	""	""	"None"
"laqieer - Fire Emblem - Game Boy Advance.xml"	"laqieer - Fire Emblem - Game Boy Advance"	"Fire Emblem ROM hacks"	"Coronavirus Emblem"	""	"rom"	"564 - Coronavirus Emblem"	""	"17021212"	"5d8cd7a8"	""	""	""	"None"
"laqieer - Fire Emblem - Game Boy Advance.xml"	"laqieer - Fire Emblem - Game Boy Advance"	"Fire Emblem ROM hacks"	"Corrupt Theocracy"	""	"rom"	"107 - Corrupt Theocracy"	""	"16873266"	"928dbeb0"	""	""	""	"None"
"laqieer - Fire Emblem - Game Boy Advance.xml"	"laqieer - Fire Emblem - Game Boy Advance"	"Fire Emblem ROM hacks"	"Crossover Hack"	""	"rom"	"265 - Crossover Hack"	""	"33480004"	"bc384a67"	""	""	""	"None"
"laqieer - Fire Emblem - Game Boy Advance.xml"	"laqieer - Fire Emblem - Game Boy Advance"	"Fire Emblem ROM hacks"	"Crusaders Of The Void"	""	"rom"	"533 - Crusaders Of The Void"	""	"17613044"	"24c0f555"	""	""	""	"None"
"laqieer - Fire Emblem - Game Boy Advance.xml"	"laqieer - Fire Emblem - Game Boy Advance"	"Fire Emblem ROM hacks"	"Crystal of Bonds"	""	"rom"	"443 - Crystal of Bonds"	""	"17853160"	"8fe19751"	""	""	""	"None"
"laqieer - Fire Emblem - Game Boy Advance.xml"	"laqieer - Fire Emblem - Game Boy Advance"	"Fire Emblem ROM hacks"	"Curse of the Edge"	""	"rom"	"598 - Curse of the Edge"	""	"17776216"	"e28c8258"	""	""	""	"None"
"laqieer - Fire Emblem - Game Boy Advance.xml"	"laqieer - Fire Emblem - Game Boy Advance"	"Fire Emblem ROM hacks"	"Curse Of The Emblem Version 0.001"	""	"rom"	"508 - Curse Of The Emblem Version 0"	""	"14711608"	"9c658b28"	""	""	""	"None"
