"File Name","Internal Name","Description","Game Name","Game Description","Type","Rom Name","Disk Name","Size","CRC","MD5","SHA1","SHA256","Nodump"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Fire Emblem - Rekka no Ken (Japan)[Superxyj][CHS]","","rom","25 - Fire Emblem - Rekka no Ken (Japan)[Superxyj][CHS].gba","","19086336","eafa4ef0","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Fire Emblem - Rekka no Ken (Japan)[Wolf & Chinafe](v1.3)(20060908) [CHS]","","rom","31 - Fire Emblem - Rekka no Ken (Japan)[Wolf & Chinafe](v1.3)(20060908) [CHS].gba","","16777216","4186d6e5","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Fire Emblem - Rekka no Ken (Japan)[Wolf & Chinafe](v20090828) [CHS]","","rom","23 - Fire Emblem - Rekka no Ken (Japan)[Wolf & Chinafe](v20090828) [CHS].gba","","16777216","7aef4edc","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Fire Emblem - Seima no Kouseki (Japan)","","rom","6 - Fire Emblem - Seima no Kouseki (Japan).gba","","16777216","9d76826f","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Fire Emblem - Seima no Kouseki (Japan) (Beta)","","rom","11 - Fire Emblem - Seima no Kouseki (Japan) (Beta).gba","","16777216","cd9d8972","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Fire Emblem - Seima no Kouseki (Japan)[Bootleg & Shuidechangleweiyang][CHS]","","rom","27 - Fire Emblem - Seima no Kouseki (Japan)[Bootleg & Shuidechangleweiyang][CHS].gba","","16777216","223f8fc4","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Fire Emblem - Seima no Kouseki (Japan)[Wolf & Chinafe](v20060906) [CHS]","","rom","26 - Fire Emblem - Seima no Kouseki (Japan)[Wolf & Chinafe](v20060906) [CHS].gba","","16777216","79609d14","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Fire Emblem - Sword of Heaven and Earth (Menu Translation)","","rom","111 - Fire Emblem - Sword of Heaven and Earth (Menu Translation).gba","","27379316","d3146773","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Fire Emblem - Sword of Seals (English Translation v2.1)[Dark Twilkitri Net Translation Division]","","rom","28 - Fire Emblem - Sword of Seals (English Translation v2.1)[Dark Twilkitri Net Translation Division].gba","","16777216","35f5b06b","","","","None"
"laqieer - Fire Emblem - Game Boy Advance.xml","laqieer - Fire Emblem - Game Boy Advance","Fire Emblem ROM hacks","Fire Emblem - Tenchi no Ken (Japan)","","rom","110 - Fire Emblem - Tenchi no Ken (Japan).gba","","27323016","f925dd29","","","","None"
